Date,close_aapl,close_amzn,close_googl,close_msft,close_nvda,close_tsla,high_aapl,high_amzn,high_googl,high_msft,high_nvda,high_tsla,low_aapl,low_amzn,low_googl,low_msft,low_nvda,low_tsla,open_aapl,open_amzn,open_googl,open_msft,open_nvda,open_tsla,volume_aapl,volume_amzn,volume_googl,volume_msft,volume_nvda,volume_tsla,daily_return_aapl,cumulative_return_aapl,ma50_aapl,ma200_aapl,volatility_aapl,daily_return_amzn,cumulative_return_amzn,ma50_amzn,ma200_amzn,volatility_amzn,daily_return_googl,cumulative_return_googl,ma50_googl,ma200_googl,volatility_googl,daily_return_msft,cumulative_return_msft,ma50_msft,ma200_msft,volatility_msft,daily_return_nvda,cumulative_return_nvda,ma50_nvda,ma200_nvda,volatility_nvda,daily_return_tsla,cumulative_return_tsla,ma50_tsla,ma200_tsla,volatility_tsla
2020-01-02,72.62084197998047,94.90049743652344,68.0260238647461,153.04232788085938,5.971747398376465,28.68400001525879,72.68128882574726,94.90049743652344,68.0260238647461,153.14713892548826,5.971747398376465,28.71333312988281,71.37321819790198,93.2074966430664,66.92314114168889,150.8603710012965,5.892343557368757,28.11400032043457,71.62709199861638,93.75,67.01856949811031,151.28913816971797,5.942873317534562,28.299999237060547,135480400,80580000,27278000,22622100,237536000,142981500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,71.91482543945312,93.74849700927734,67.67015838623047,151.13662719726562,5.876164436340332,29.53400039672852,72.67645428247283,94.30999755859376,68.27801648199674,152.40388225400224,5.919973832802563,30.26666641235352,71.68996492576686,93.2249984741211,66.96439199217293,150.60304918156822,5.827127822809023,29.12800025939941,71.84712526182395,93.2249984741211,66.99819348601369,150.85079221664952,5.852019536134607,29.36666679382324,146322800,75288000,23408000,21116200,205384000,266677500,-0.009721954762270224,-0.009721954762270224,,,,-0.012139034655920922,-0.012139034655920922,,,,-0.005231313816359218,-0.005231313816359218,,,,-0.01245211511077704,-0.01245211511077704,,,,-0.016005861544331035,-0.016005861544331035,,,,0.02963325829792085,0.02963325829792085,,,
2020-01-06,72.48785400390625,95.1439971923828,69.47384643554688,151.52731323242188,5.900804996490479,30.1026668548584,72.52654087038833,95.18450164794922,69.499191867548,151.59401776506908,5.9060322118773705,30.10400009155273,70.78325591626742,93.0,67.14729959032974,149.12619721864283,5.756682929526284,29.333332061767575,71.03471685901826,93.0,67.17860597671533,149.6693128510685,5.782819006460745,29.36466789245605,118387200,81236000,46768000,20813700,262636000,151995000,0.00796815623136804,-0.0018312645853222342,,,,0.01488557393050649,0.0025658427767698555,,,,0.02665411301421483,0.02128336316818147,,,,0.0025849857999431514,-0.009899317851574496,,,,0.004193306776400174,-0.011879672255606821,,,,0.01925463704513497,0.049458472976047,,,
2020-01-07,72.1469497680664,95.34300231933594,69.33965301513672,150.14569091796875,5.972245693206787,31.270666122436523,72.75383115765004,95.69450378417967,69.7566544085576,152.13708538758584,6.0180462724291255,31.441999435424805,71.92692233659784,94.60199737548828,69.16321330579896,149.89796243459426,5.884129345960443,30.224000930786133,72.49753708995398,95.2249984741211,69.60556013264372,151.8036064144559,5.929183112101722,30.76000022888184,108872000,80898000,34330000,21634100,314856000,268231500,-0.004702915274902075,-0.006525567578033575,,,,0.0020916204156395946,0.004662829961544768,,,,-0.0019315674501289015,0.0193106854665277,,,,-0.00911797539981396,-0.018927031514742843,,,,0.01210694079177288,8.344204754173745e-05,,,,0.03880052465815398,0.09017801233446265,,,
2020-01-08,73.3075180053711,94.59850311279295,69.83318328857422,152.53729248046875,5.983447074890137,32.80933380126953,73.60975223726805,95.5500030517578,70.17165323614945,153.21380259511494,6.024767251328361,33.232666015625,71.84954036585081,94.3219985961914,69.21638380759072,150.4982536880769,5.927938873901402,31.215333938598636,71.84954036585081,94.9020004272461,69.32522809814863,151.43201531179338,5.968014203586467,31.57999992370605,132079200,70160000,35314000,27746500,277108000,467164500,0.016086171917671033,0.009455632937716896,,,,-0.007808640261289468,-0.003182220661513968,,,,0.007117576335863074,0.026565707080296708,,,,0.01592853945976147,-0.003299972023320108,,,,0.0018755728177912712,0.0019591713669693256,,,,0.04920482578812169,0.1438200315094207,,,
2020-01-09,74.8646240234375,95.05249786376952,70.56629180908203,154.4429473876953,6.049159526824951,32.089332580566406,75.05805096656148,95.89099884033205,71.00813806104328,154.56681892653168,6.121594208507884,33.25333404541016,74.03529512111521,94.79000091552734,70.09014352664377,153.4329581787887,5.995393743948689,31.524667739868164,74.28674867142341,95.49449920654295,70.67264858012106,154.20474183695646,6.069819610250797,33.13999938964844,170108400,63346000,33200000,21385000,255112000,426606000,0.021240741201363766,0.03089721879120577,,,,0.0047991747864684076,0.0016016820917907904,,,,0.010497996596809278,0.03734259037962673,,,,0.012493042692957035,0.009151843978264074,,,,0.010982373724099714,0.012963061443210577,,,,-0.021945011900097344,0.1187188873063767,,,
2020-01-10,75.03388977050781,94.15799713134766,71.02204895019531,153.7283477783203,6.08151912689209,31.87666702270508,75.59967884900662,95.34700012207033,71.31926999168405,155.51965837091927,6.1868107409943045,32.3293342590332,74.53097516366826,94.0,70.55684428825862,153.57589271960666,6.067331103968616,31.57999992370605,75.09917709890132,95.26850128173828,71.04740196343042,155.13853526304973,6.156443035524683,32.11933135986328,140644800,57074000,26258000,20725900,316296000,194392500,0.002260957685666254,0.03322803378116368,,,,-0.009410596802031157,-0.007823987494611218,,,,0.006458567248316394,0.04404233725913631,,,,-0.004626948795409591,0.004482550069383473,,,,0.005349437376157784,0.018381843904762052,,,,-0.006627297633174156,0.1113048042723439,,,
2020-01-13,76.6369400024414,94.56500244140624,71.57225036621094,155.57681274414062,6.272188663482666,34.990665435791016,76.6635404560947,94.9000015258789,71.64431268127268,155.605396247963,6.297329150957725,35.04199981689453,75.23215565641651,94.04000091552734,70.84361860638434,153.652107766259,6.142005348332934,32.79999923706055,75.35063651198122,94.56549835205078,71.33466921025015,154.12851888184957,6.1646570922930986,32.900001525878906,121532000,55616000,30730000,21626500,319840000,397764000,0.02136434932050757,0.0553022784226056,,,,0.00432257824569926,-0.0035352290470508363,,,,0.007746909926542145,0.05213043920537941,,,,0.01202422970476369,0.016560678985844568,,,,0.03135228758016195,0.05031044434127985,,,,0.0976889588509331,0.21986701356774918,,,
2020-01-14,75.60205841064453,93.47200012207033,71.10307312011719,154.48106384277344,6.155198097229004,35.861331939697266,76.7844019623262,94.35549926757812,71.7014816325608,155.88171360275174,6.254764452254112,36.49399948120117,75.47875189343146,92.92749786376952,70.96290727350438,154.09040326179172,6.142005193176182,34.99333190917969,76.57404817184627,94.29399871826172,71.57076533929069,155.68161454893516,6.229374711253073,36.28400039672852,161954400,68818000,26076000,23477400,359088000,434943000,-0.013503691454328726,0.04105180206373671,,,,-0.01155821171805238,-0.015052579839305635,,,,-0.006555295434936381,0.045233413340298734,,,,-0.007043137611831951,0.009400902232969965,,,,-0.018652271564277623,0.03071976870662918,,,,0.024882822120200876,0.25022074747665624,,,
2020-01-15,75.27808380126953,93.10099792480467,71.531005859375,155.4815216064453,6.112631797790527,34.56666564941406,76.28392021153914,93.94300079345705,71.60953726300379,156.20567579261396,6.190293680814369,35.85599899291992,74.84528231468065,92.75450134277344,71.15625445629315,154.9003140143662,6.086744503449246,34.452667236328125,75.40139772921896,93.6125030517578,71.22384985953249,154.94794349384517,6.167891196297117,35.31733322143555,121923600,57932000,21550000,21417900,263104000,260532000,-0.0042852617532618265,0.03659062259318868,,,,-0.003969126548925228,-0.01896196079396084,,,,0.006018484440677874,0.05152413437536385,,,,0.0064762485367793055,0.01593803334907995,,,,-0.006915504386063476,0.02359182162533613,,,,-0.03610201351305786,0.2050852611569487,,,
