Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,72.62084197998047,94.90049743652344,68.0260238647461,153.04232788085938,5.971747398376465,28.68400001525879,72.68128882574726,94.90049743652344,68.0260238647461,153.14713892548826,5.971747398376465,28.713333129882812,71.37321819790198,93.2074966430664,66.92314114168889,150.8603710012965,5.892343557368757,28.11400032043457,71.62709199861638,93.75,67.01856949811031,151.28913816971797,5.942873317534562,28.299999237060547,135480400,80580000,27278000,22622100,237536000,142981500
2020-01-03,71.91482543945312,93.74849700927734,67.67015838623047,151.13662719726562,5.876164436340332,29.534000396728516,72.67645428247283,94.30999755859375,68.27801648199674,152.40388225400224,5.919973832802563,30.266666412353516,71.68996492576686,93.2249984741211,66.96439199217293,150.60304918156822,5.827127822809023,29.128000259399414,71.84712526182395,93.2249984741211,66.99819348601369,150.85079221664952,5.852019536134607,29.366666793823242,146322800,75288000,23408000,21116200,205384000,266677500
2020-01-06,72.48785400390625,95.14399719238281,69.47384643554688,151.52731323242188,5.9008049964904785,30.1026668548584,72.52654087038833,95.18450164794922,69.499191867548,151.59401776506908,5.9060322118773705,30.104000091552734,70.78325591626742,93.0,67.14729959032974,149.12619721864283,5.756682929526284,29.333332061767578,71.03471685901826,93.0,67.17860597671533,149.6693128510685,5.782819006460745,29.364667892456055,118387200,81236000,46768000,20813700,262636000,151995000
2020-01-07,72.1469497680664,95.34300231933594,69.33965301513672,150.14569091796875,5.972245693206787,31.270666122436523,72.75383115765004,95.69450378417969,69.7566544085576,152.13708538758584,6.0180462724291255,31.441999435424805,71.92692233659784,94.60199737548828,69.16321330579896,149.89796243459426,5.884129345960443,30.224000930786133,72.49753708995398,95.2249984741211,69.60556013264372,151.8036064144559,5.929183112101722,30.760000228881836,108872000,80898000,34330000,21634100,314856000,268231500
2020-01-08,73.3075180053711,94.59850311279297,69.83318328857422,152.53729248046875,5.983447074890137,32.80933380126953,73.60975223726805,95.55000305175781,70.17165323614945,153.21380259511494,6.024767251328361,33.232666015625,71.84954036585081,94.3219985961914,69.21638380759072,150.4982536880769,5.927938873901402,31.215333938598633,71.84954036585081,94.9020004272461,69.32522809814863,151.43201531179338,5.968014203586467,31.579999923706055,132079200,70160000,35314000,27746500,277108000,467164500
2020-01-09,74.8646240234375,95.05249786376953,70.56629180908203,154.4429473876953,6.049159526824951,32.089332580566406,75.05805096656148,95.89099884033203,71.00813806104328,154.56681892653168,6.121594208507884,33.253334045410156,74.03529512111521,94.79000091552734,70.09014352664377,153.4329581787887,5.995393743948689,31.524667739868164,74.28674867142341,95.49449920654297,70.67264858012106,154.20474183695646,6.069819610250797,33.13999938964844,170108400,63346000,33200000,21385000,255112000,426606000
2020-01-10,75.03388977050781,94.15799713134766,71.02204895019531,153.7283477783203,6.08151912689209,31.876667022705078,75.59967884900662,95.34700012207031,71.31926999168405,155.51965837091927,6.1868107409943045,32.3293342590332,74.53097516366826,94.0,70.55684428825862,153.57589271960666,6.067331103968616,31.579999923706055,75.09917709890132,95.26850128173828,71.04740196343042,155.13853526304973,6.156443035524683,32.11933135986328,140644800,57074000,26258000,20725900,316296000,194392500
2020-01-13,76.6369400024414,94.56500244140625,71.57225036621094,155.57681274414062,6.272188663482666,34.990665435791016,76.6635404560947,94.9000015258789,71.64431268127268,155.605396247963,6.297329150957725,35.04199981689453,75.23215565641651,94.04000091552734,70.84361860638434,153.652107766259,6.142005348332934,32.79999923706055,75.35063651198122,94.56549835205078,71.33466921025015,154.12851888184957,6.1646570922930986,32.900001525878906,121532000,55616000,30730000,21626500,319840000,397764000
2020-01-14,75.60205841064453,93.47200012207031,71.10307312011719,154.48106384277344,6.155198097229004,35.861331939697266,76.7844019623262,94.35549926757812,71.7014816325608,155.88171360275174,6.254764452254112,36.49399948120117,75.47875189343146,92.92749786376953,70.96290727350438,154.09040326179172,6.142005193176182,34.99333190917969,76.57404817184627,94.29399871826172,71.57076533929069,155.68161454893516,6.229374711253073,36.284000396728516,161954400,68818000,26076000,23477400,359088000,434943000
2020-01-15,75.27808380126953,93.10099792480469,71.531005859375,155.4815216064453,6.112631797790527,34.56666564941406,76.28392021153914,93.94300079345703,71.60953726300379,156.20567579261396,6.190293680814369,35.85599899291992,74.84528231468065,92.75450134277344,71.15625445629315,154.9003140143662,6.086744503449246,34.452667236328125,75.40139772921896,93.61250305175781,71.22384985953249,154.94794349384517,6.167891196297117,35.31733322143555,121923600,57932000,21550000,21417900,263104000,260532000
2020-01-16,76.22103881835938,93.89700317382812,72.07574462890625,158.3304443359375,6.196268558502197,34.232666015625,76.33226630764163,94.27950286865234,72.10258409230669,158.39714886065596,6.202242586844452,34.297332763671875,75.45941017193344,93.3010025024414,71.57076987035354,156.2914056528102,6.142751557564768,32.81133270263672,75.82209118249474,94.14949798583984,71.84164444347402,156.59631569910385,6.166149637417852,32.91666793823242,108829200,53190000,26080000,23865400,284192000,326050500
2020-01-17,77.06489562988281,93.23600006103516,73.53498840332031,159.21658325195312,6.204981327056885,34.03333282470703,77.06730848616459,94.33200073242188,73.58617980749594,159.56912278652388,6.222903414229106,34.37799835205078,76.16302603037396,92.86250305175781,72.39333666717486,157.62535750547391,6.1574383487703335,33.54399871826172,76.47009335198214,94.29450225830078,72.69105070603683,159.5214787723871,6.215435759214884,33.840667724609375,137816400,79946000,52424000,34371700,253792000,204436500
2020-01-21,76.54263305664062,94.5999984741211,73.6706771850586,158.64486694335938,6.171627044677734,36.47999954223633,77.13500771347044,94.7135009765625,74.04990309397813,160.25513848961072,6.205230781169707,36.571998596191406,76.4048124784183,93.0,73.07226106696393,158.57816242302457,6.137525274594158,35.227333068847656,76.69254005241989,93.25,73.50913987084401,158.81636792894554,6.168391013256984,35.349998474121094,110843200,74156000,48930000,29517200,217916000,267052500
2020-01-22,76.81583404541016,94.37300109863281,73.75119018554688,157.88262939453125,6.225642204284668,37.97066879272461,77.36952169211204,95.125,74.58171193877597,159.5881892069386,6.3122649244864455,39.633331298828125,76.72153344938081,94.16699981689453,73.69105734974633,157.86356888038867,6.198012494416523,37.27333450317383,77.0286006875468,94.80449676513672,74.04245031405236,159.5024241627532,6.216930176377588,38.125999450683594,101832400,64326000,28458000,24138800,239240000,470535000
2020-01-23,77.18578338623047,94.22899627685547,73.79194641113281,158.8544921875,6.294093608856201,38.14666748046875,77.26556997023165,94.4990005493164,74.22982630605293,158.93071969561666,6.302556856728064,38.79999923706055,76.3201804851689,93.63800048828125,73.57475076336847,157.47290313279794,6.1768544095837985,37.040000915527344,76.86904252755714,94.25550079345703,73.93409925242247,158.3494976677738,6.265717562698596,37.616668701171875,104472000,49692000,26650000,19680800,244516000,294765000
